Generation,RedPheromoneIntensity,GreenPheromoneIntensity,TIMEOUT,PHEROMONE_EVAPORATION,Fitness Score
22,92.8188,229.108,5149.78,52.265,48
22,101.128,209.221,4975.41,58.4998,45
22,120.928,204.705,5426.77,50.2349,47
23,118.499,178.234,3993.63,57.6901,4663
23,90.59,196.693,5366.62,59.1388,58
23,106.977,198.228,5093.11,54.452,149
23,107.28,198.534,5079.01,54.2826,1072
23,109.006,195.296,4912.17,54.848,137
23,115.959,182.607,4596.63,56.3744,78
23,118.499,175.755,3993.63,60.4973,178
23,116.366,189.924,5078.06,55.5355,577
23,113.7,179.427,4904.65,56.9329,970
23,112.903,201.314,5269.73,52.4282,48
23,99.1423,189.771,4748.61,58.1796,52
23,111.117,201.687,4533.17,54.65,41
23,98.7834,189.631,5229.87,56.7954,168
23,111.548,184.676,4933.31,51.4933,55
23,119.713,191.47,4710.2,52.5638,51
23,116.1,178.831,4166.07,57.3115,38
23,115.033,184.676,5192.88,56.2342,41
23,111.671,197.514,4874.24,54.9938,45
23,92.9549,193.162,5298.24,57.9671,74
23,109.428,178.477,4681.18,53.688,58
24,118.499,178.234,3993.63,57.6901,4663
24,112.889,183.082,4536.32,57.3899,52
24,103.211,194.152,4913.81,59.604,44
24,110.813,179.181,4295.13,58.4358,47
24,120.069,167.205,4449.14,58.7151,71
24,109.428,190.62,4729.4,57.6943,87
24,118.217,187.976,4783.08,57.1253,47
24,110.273,196.154,4421.92,56.1722,57
24,103.994,181.647,5245.56,57.1007,47
24,116.479,175.144,4439.82,58.0525,142
24,112.812,187.874,4433.93,56.3419,43
24,104.619,184.901,4512.27,58.0651,1759
24,123.254,177.518,4430.87,59.3462,50
24,121.484,196.719,4570.53,55.955,604
24,109.08,194.067,4801.82,56.344,43
24,115.456,187.598,4625.86,59.5369,132
24,119.284,172.72,4221.39,61.8096,61
24,120.384,183.811,4395.96,58.8823,45
24,114.623,185.645,4645.31,59.8884,54
24,112.025,192.967,4687.36,62.4636,52
25,118.499,178.234,3993.63,57.6901,4663
25,110.236,178.395,4842.69,56.3904,1424
25,103.915,184.059,4713.04,56.0465,44
25,111.951,178.81,4366.83,55.593,41
25,111.149,204.902,4554.64,57.3146,2264
25,115.456,192.27,4510.7,56.8247,76
25,110.038,196.321,4569.06,58.801,70
25,119.547,180.022,4319.57,58.0588,48
25,107.884,194.902,4762.54,57.6898,40
25,111.095,180.664,4413.41,56.772,49
25,113.275,190.939,4519.64,53.8624,36
25,112.699,190.389,4820.83,56.0007,78
25,115.387,198.935,4621,59.8891,54
25,114.078,188.993,4900.81,57.7688,54
25,110.518,188.811,4388.01,59.5621,240
25,110.387,174.739,4619.32,57.6363,50
25,114.268,187.278,4281.35,60.7125,42
25,118.499,178.234,4215.78,57.6901,425
25,113.706,196.326,4654.18,61.1764,60
25,110.833,186.466,4471.33,58.4383,270
26,118.499,178.234,3993.63,57.6901,4663
26,113.145,189.368,4491.01,66.2929,43
26,116.977,185.252,4222.4,57.2574,52
26,116.182,174.115,3702.09,58.5732,44
26,99.7302,193.355,5268.4,57.4009,55
26,115.785,186.525,3297.25,59.2312,42
26,111.543,182.564,4709.57,56.8185,44
26,116.103,187.28,3999.33,58.3579,42
26,117.598,189.878,4655.92,57.0865,45
26,114.944,195.432,4178.14,57.7168,51
26,112.112,179.951,4521.1,59.0077,94
26,94.4743,166.799,4100.64,56.8185,385
26,137.001,183.523,4301.9,58.6261,59
26,105.921,189.489,4894.75,58.2043,51
26,117.738,181.743,3793.06,57.4737,44
26,109.814,192.907,5082.13,59.6903,372
26,132.655,182.35,4343.55,58.0642,59
26,113.905,185.859,3459.28,57.8478,106
26,110.963,204.863,4801.61,63.8411,63
26,104.015,184.691,3880.59,58.237,49
27,118.499,178.234,3993.63,57.6901,4663
27,127.08,214.07,4551.75,61.2336,119
27,107.867,194.938,4988.44,58.9473,306
27,101.171,180.868,4632.3,57.8829,51
27,104.19,191.577,3779.96,57.3332,49
27,122.383,181.15,3724.25,58.5359,72
27,107.867,194.938,5291.77,67.7865,43
27,111.257,191.554,3937.11,57.9635,53
27,120.493,199.965,3964.94,62.2227,223
27,106.067,175.661,4688.65,60.862,66
27,116.673,193.007,4100.71,61.1885,48
27,121.438,190.557,3844.59,58.4155,40
27,112.283,176.948,4341.14,64.2192,323
27,106.727,178.908,4486.72,54.6581,52
27,94.2656,205.849,4290.79,60.5872,384
27,111.048,208.473,5153.17,61.9548,559
27,114.755,180.057,4489.72,60.7246,56
27,118.775,194.951,4451.16,62.5148,555
27,142.684,214.631,4208.05,62.3688,53
27,86.453,198.702,4913.73,59.2753,1148
28,118.499,178.234,3993.63,57.6901,4663
28,110.673,200.149,4421.27,53.4566,45
28,114.15,189.192,3340.2,61.3655,46
28,96.2599,208.36,4801.19,60.0687,52
28,102.469,202.999,4356.03,53.3202,62
28,130.729,204.791,3684.04,70.5627,46
28,114.774,193.354,4052.45,59.8224,442
28,114.911,201.712,4802.17,62.3653,45
28,137.267,196.433,4100.84,60.0294,44
28,102.657,207.161,4721.98,65.3381,58
28,126.203,204.791,4679.7,62.4418,47
28,89.4525,207.76,5306.91,66.0368,47
28,130.591,174.64,4277.35,60.0294,40
28,112.599,193.392,4246.68,61.6602,72
28,98.7506,207.886,5033.45,60.6151,39
28,114.586,173.827,4207.45,55.5733,45
28,68.0574,203.231,5110.32,62.6561,265
28,73.0144,203.115,4509.77,57.9881,39
28,107.628,176.165,3515.88,63.4991,59
28,113.063,177.2,3767.17,60.5946,41
29,118.499,178.234,3993.63,57.6901,4663
29,104.186,196.77,4333.98,57.5584,42
29,138.342,185.794,4023.04,58.7562,947
29,107.287,207.161,4721.98,65.3381,40
29,90.5068,198.292,4581.39,61.2393,125
29,120.488,185.273,4907.69,61.1321,48
29,92.8067,198.253,5296.34,59.8242,47
29,112.599,196.513,4246.68,61.6602,62
29,118.088,189.715,4577.19,67.6957,448
29,101.756,196.477,4372.51,62.0471,441
29,114.424,190.084,4302.21,59.9977,871
29,113.512,188.448,4274.45,59.9742,261
29,110.127,187.356,4183.07,57.2195,1274
29,115.8,189.082,4425.82,56.5877,46
29,137.095,184.159,4147.92,58.8439,52
29,88.5374,196.473,4843.76,55.6166,39
29,93.2782,190.733,3613.23,58.7038,104
29,126.383,187.939,4162.63,57.3768,67
29,125.604,192.463,4323.48,61.0107,112
29,105.941,191.917,4277.79,50.9049,547
30,118.499,178.234,3993.63,57.6901,4663
30,115.81,188.263,3306.38,58.73,40
30,138.342,185.794,4100.41,58.7562,477
30,115.8,189.082,3637.7,59.1723,55
30,119.101,180.593,4285.08,61.3354,48
30,120.014,191.273,3559.52,60.5042,180
30,110.099,193.281,3602.13,61.0224,338
30,91.6537,192.19,4294.24,55.9578,2091
30,114.614,161.789,4234.08,59.2774,1506
30,135.752,166.952,4047.02,58.2232,383
30,116.462,168.795,4147.92,58.8439,102
30,124.235,186.575,4141.74,59.302,83
30,107.766,181.986,4104.82,57.8,231
30,112.949,180.744,3619.91,60.0974,46
30,120.847,179.434,4162.41,57.4753,3944
30,107.063,182.188,3887.82,58.0895,44
30,123.054,183.89,4102.62,49.9923,38
30,114.614,155.76,4234.08,55.8964,62
30,101.97,164.37,4140.55,58.7503,43
